"tract","rPov_A6to17","wPov_A6to17","nPov_A6to17","rPov_A5","wPov_A5","nPov_A5","rPov_Alt5","wPov_Alt5","nPov_Alt5","rBirths_A15to19","wBirths_A15to19","nBirths_A15to19","nAll"
"837000",0.429097605893186,543,233,0.457142857142857,70,32,0.333333333333333,192,64,0,80,0,2457
"837100",0.114893617021277,235,27,0,36,0,0.312,125,39,0,53,0,1939
"837300",0.4796573875803,467,224,0.52,50,26,0.416107382550336,149,62,0,76,0,2158
"837400",0.578125,384,222,0.428571428571429,21,9,0.324675324675325,154,50,0,80,0,2034
"837800",0.466129032258065,620,289,0.464285714285714,56,26,0.580071174377224,281,163,0,179,0,3418
"838000",0.740952380952381,525,389,0.939393939393939,66,62,0.35,100,35,0,50,0,2861
"838100",0.0941176470588235,85,8,NA,0,0,0,34,0,0,53,0,1837
"838200",0,53,0,0,7,0,0.230769230769231,26,6,0.0346820809248555,173,6,1866
"838300",0.367741935483871,155,57,1,9,9,0.797101449275362,69,55,0,14,0,1506
"838600",0.578125,320,185,0.418181818181818,55,23,0.627329192546584,161,101,0,40,0,1404
"838700",0.574058577405858,1195,686,0.896103896103896,77,69,0.752043596730245,367,276,0.0485436893203883,206,10,4891
"838800",0.650063856960409,783,509,1,88,88,0.838150289017341,173,145,0,176,0,3232
"839000",0,219,0,NA,0,0,0,531,0,0,153,0,7868
"839100",0.0745341614906832,161,12,0.535714285714286,28,15,0.316666666666667,120,38,0,264,0,5266
"839200",0.183333333333333,180,33,NA,0,0,0,51,0,0,17,0,2191
"839500",0.184210526315789,76,14,0,9,0,0,12,0,0,35,0,1379
"839600",0.310734463276836,177,55,0,9,0,0,24,0,0,44,0,1831
"839700",0.450060168471721,831,374,0.525,80,42,0.540051679586563,387,209,0,187,0,4794
"839800",0.203592814371257,167,34,0,5,0,0.0294117647058824,102,3,0,43,0,2653
"839900",0.206521739130435,460,95,0,75,0,0.152263374485597,243,37,0,58,0,3807
"840000",0.426966292134831,267,114,0,21,0,0.0890052356020942,191,17,0.175824175824176,91,16,2650
"840100",0.12094395280236,339,41,1,4,4,0.0533333333333333,75,4,0,120,0,2346
"840200",0.206395348837209,344,71,0,60,0,0.194630872483221,149,29,0,42,0,2589
"840300",0.354889589905363,634,225,0.548780487804878,82,45,0.410666666666667,375,154,0,148,0,4147
"840400",0.528195488721805,532,281,0.857142857142857,70,60,0.303370786516854,178,54,0,86,0,3272
"840700",0.730720606826802,791,578,0.924528301886792,106,98,0.619047619047619,231,143,0.0456852791878173,197,9,4070
"840800",0.398315282791817,831,331,0.48780487804878,41,20,0.372372372372372,333,124,0.131687242798354,243,32,3419
"841000",0.166666666666667,24,4,0,2,0,0.464285714285714,56,26,0,2,0,683
"841100",0.351593625498008,1004,353,0,17,0,0.403022670025189,397,160,0,238,0,7622
"841200",0.399086062452399,1313,524,0.227272727272727,88,20,0.376777251184834,422,159,0,142,0,5685
"841300",0.380281690140845,852,324,0.672131147540984,61,41,0.642307692307692,260,167,0,186,0,4221
"841400",0.780564263322884,319,249,0.272727272727273,11,3,0.708955223880597,134,95,0,51,0,1309
"841500",0.630914826498423,634,400,0.929577464788732,71,66,0.830917874396135,207,172,0,56,0,2672
"841600",0.916201117318436,179,164,1,2,2,1,52,52,0,42,0,817
"841700",0.701107011070111,271,190,1,11,11,0.540983606557377,61,33,0.145631067961165,103,15,1613
"841800",0.355704697986577,447,159,1,11,11,0.5,210,105,0.20863309352518,139,29,2646
"841900",0.203463203463203,231,47,0.315789473684211,76,24,0.225255972696246,293,66,0,753,0,5774
"842000",0,49,0,0,3,0,0,17,0,0,301,0,3017
"842100",0.562096774193548,1240,697,0.418604651162791,86,36,0.541446208112875,567,307,0.0528169014084507,284,15,6573
"842200",1,49,49,NA,0,0,0.0892857142857143,112,10,0,21,0,2344
"842300",0.0552147239263804,163,9,0,19,0,0.277272727272727,220,61,0,22,0,3499
"842400",0.24945295404814,457,114,NA,0,0,0.424870466321244,193,82,0,108,0,3374
"842500",0.883386581469649,626,553,1,110,110,0.906183368869936,469,425,0,102,0,2375
"842600",0.211212516297262,767,162,0.19672131147541,61,12,0.569593147751606,467,266,0,92,0,4988
"842800",0.368212669683258,1768,651,0.603174603174603,126,76,0.455271565495208,626,285,0.0384615384615385,156,6,7638
"842900",0.664,375,249,0,7,0,0.575757575757576,99,57,0,71,0,2246
"843000",0.638157894736842,760,485,0.36144578313253,83,30,0.531598513011152,269,143,0,121,0,3138
"843100",0.296551724137931,580,172,1,12,12,0.476923076923077,195,93,0,68,0,2273
"843200",0.446153846153846,520,232,0.855072463768116,69,59,0.410628019323671,207,85,0,55,0,2725
"843300",0.473958333333333,192,91,0.5,26,13,0.338582677165354,127,43,0.0512820512820513,39,2,1772
"843400",0.269076305220884,249,67,0,18,0,0.043956043956044,91,4,0,5,0,1460
"843500",0.797872340425532,94,75,1,29,29,0.507692307692308,130,66,0.0641025641025641,78,5,8881
"843600",0.355384615384615,650,231,0,41,0,0.316582914572864,199,63,0,149,0,2609
"843700",0.0341296928327645,293,10,0,25,0,0.0173913043478261,230,4,0,21,0,2279
"843800",0.470744680851064,376,177,0.346153846153846,26,9,0.072463768115942,138,10,0,165,0,1856
"843900",0.148584905660377,424,63,0.285714285714286,42,12,0.580281690140845,355,206,0,43,0,3628
"980000",NA,0,0,NA,0,0,NA,0,0,NA,0,0,0
"980100",NA,0,0,NA,0,0,NA,0,0,NA,0,0,0
"990000",NA,0,0,NA,0,0,NA,0,0,NA,0,0,0
